ensembl_gene_id	mgi_symbol	gene_biotype
ENSMUSG00000024053	Emilin2	protein_coding
ENSMUSG00000024054	Smchd1	protein_coding
ENSMUSG00000091831	Gm4707	protein_coding
ENSMUSG00000024056	Ndc80	protein_coding
ENSMUSG00000052525	Spdya	protein_coding
ENSMUSG00000041057	Wdr43	protein_coding
ENSMUSG00000024059	Clip4	protein_coding
ENSMUSG00000055471	Alk	protein_coding
ENSMUSG00000039770	Ypel5	protein_coding
ENSMUSG00000024063	Lbh	protein_coding
ENSMUSG00000054469	Lclat1	protein_coding
ENSMUSG00000043705	Capn13	protein_coding
ENSMUSG00000024064	Galnt14	protein_coding
ENSMUSG00000024065	Ehd3	protein_coding
ENSMUSG00000024066	Xdh	protein_coding
ENSMUSG00000038541	Srd5a2	protein_coding
ENSMUSG00000058704	Memo1	protein_coding
ENSMUSG00000024067	Dpy30	protein_coding
ENSMUSG00000024068	Spast	protein_coding
ENSMUSG00000024069	Slc30a6	protein_coding
ENSMUSG00000039193	Nlrc4	protein_coding
ENSMUSG00000024072	Yipf4	protein_coding
ENSMUSG00000024073	Birc6	protein_coding
ENSMUSG00000024078	Ttc27	protein_coding
ENSMUSG00000001870	Ltbp1	protein_coding
ENSMUSG00000071042	Rasgrp3	protein_coding
ENSMUSG00000002017	Fam98a	protein_coding
ENSMUSG00000024074	Crim1	protein_coding
ENSMUSG00000056121	Fez2	protein_coding
ENSMUSG00000024076	Vit	protein_coding
ENSMUSG00000024077	Strn	protein_coding
ENSMUSG00000039414	Heatr5b	protein_coding
ENSMUSG00000050668	Gpatch11	protein_coding
ENSMUSG00000024079	Eif2ak2	protein_coding
ENSMUSG00000038045	Sult6b1	protein_coding
ENSMUSG00000062691	Cebpzos	protein_coding
ENSMUSG00000024081	Cebpz	protein_coding
ENSMUSG00000024082	Ndufaf7	protein_coding
ENSMUSG00000024070	Prkd3	protein_coding
ENSMUSG00000024084	Qpct	protein_coding
ENSMUSG00000036533	Cdc42ep3	protein_coding
ENSMUSG00000036368	Rmdn2	protein_coding
ENSMUSG00000024087	Cyp1b1	protein_coding
ENSMUSG00000059811	Atl2	protein_coding
ENSMUSG00000024095	Hnrnpll	protein_coding
ENSMUSG00000035473	Galm	protein_coding
ENSMUSG00000024097	Srsf7	protein_coding
ENSMUSG00000046196	Ttc39d	protein_coding
ENSMUSG00000055760	Gemin6	protein_coding
ENSMUSG00000035051	Dhx57	protein_coding
ENSMUSG00000045257	Morn2	protein_coding
ENSMUSG00000054901	Arhgef33	protein_coding
ENSMUSG00000066938	Gm10190	protein_coding
ENSMUSG00000024241	Sos1	protein_coding
ENSMUSG00000033966	Cdkl4	protein_coding
ENSMUSG00000024242	Map4k3	protein_coding
ENSMUSG00000024245	Tmem178	protein_coding
ENSMUSG00000024246	Thumpd2	protein_coding
ENSMUSG00000054640	Slc8a1	protein_coding
ENSMUSG00000079333	Gm11096	protein_coding
ENSMUSG00000024247	Pkdcc	protein_coding
ENSMUSG00000032624	Eml4	protein_coding
ENSMUSG00000024248	Cox7a2l	protein_coding
ENSMUSG00000045053	Kcng3	protein_coding
ENSMUSG00000055817	Mta3	protein_coding
ENSMUSG00000000673	Haao	protein_coding
ENSMUSG00000045817	Zfp36l2	protein_coding
ENSMUSG00000024251	Thada	protein_coding
ENSMUSG00000040852	Plekhh2	protein_coding
ENSMUSG00000024253	Dync2li1	protein_coding
ENSMUSG00000040505	Abcg5	protein_coding
ENSMUSG00000024254	Abcg8	protein_coding
ENSMUSG00000024120	Lrpprc	protein_coding
ENSMUSG00000061130	Ppm1b	protein_coding
ENSMUSG00000024131	Slc3a1	protein_coding
ENSMUSG00000024127	Prepl	protein_coding
ENSMUSG00000071037	Camkmt	protein_coding
ENSMUSG00000038805	Six3	protein_coding
ENSMUSG00000024134	Six2	protein_coding
ENSMUSG00000024135	Srbd1	protein_coding
ENSMUSG00000045038	Prkce	protein_coding
ENSMUSG00000071036	Gm10309	protein_coding
ENSMUSG00000024140	Epas1	protein_coding
ENSMUSG00000037689	Tmem247	protein_coding
ENSMUSG00000053375	Atp6v1e2	protein_coding
ENSMUSG00000024143	Rhoq	protein_coding
ENSMUSG00000024145	Pigf	protein_coding
ENSMUSG00000024146	Cript	protein_coding
ENSMUSG00000037104	Socs5	protein_coding
ENSMUSG00000024150	Mcfd2	protein_coding
ENSMUSG00000036918	Ttc7	protein_coding
ENSMUSG00000036438	Calm2	protein_coding
ENSMUSG00000045394	Epcam	protein_coding
ENSMUSG00000024151	Msh2	protein_coding
ENSMUSG00000050138	Kcnk12	protein_coding
ENSMUSG00000093922	Rpl36-ps4	protein_coding
ENSMUSG00000005370	Msh6	protein_coding
ENSMUSG00000005371	Fbxo11	protein_coding
ENSMUSG00000034998	Foxn2	protein_coding
ENSMUSG00000034709	Ppp1r21	protein_coding
ENSMUSG00000033855	Ston1	protein_coding
ENSMUSG00000024154	Gtf2a1l	protein_coding
ENSMUSG00000024107	Lhcgr	protein_coding
ENSMUSG00000032937	Fshr	protein_coding
ENSMUSG00000066878	Gm10184	protein_coding
ENSMUSG00000024109	Nrxn1	protein_coding
ENSMUSG00000024256	Adcyap1	protein_coding
ENSMUSG00000055660	Mettl4	protein_coding
ENSMUSG00000053211	Zfy1	protein_coding
ENSMUSG00000069053	Uba1y	protein_coding
ENSMUSG00000056673	Kdm5d	protein_coding
ENSMUSG00000069049	Eif2s3y	protein_coding
ENSMUSG00000068457	Uty	protein_coding
ENSMUSG00000069045	Ddx3y	protein_coding
ENSMUSG00000069044	Usp9y	protein_coding
ENSMUSG00000000103	Zfy2	protein_coding
ENSMUSG00000069036	Sry	protein_coding
ENSMUSG00000102053	Gm4064	protein_coding
ENSMUSG00000094658	Rbmy	protein_coding
ENSMUSG00000095852	Gm10256	protein_coding
ENSMUSG00000091987	Gm10352	protein_coding
ENSMUSG00000101667	Gm29289	protein_coding
ENSMUSG00000093918	Gm21677	protein_coding
ENSMUSG00000094511	Gm21693	protein_coding
ENSMUSG00000093987	Gm21704	protein_coding
ENSMUSG00000095948	Gm21708	protein_coding
ENSMUSG00000096520	Gm3376	protein_coding
ENSMUSG00000093927	Gm20918	protein_coding
ENSMUSG00000095693	Gm21820	protein_coding
ENSMUSG00000096706	Gm21854	protein_coding
ENSMUSG00000096268	Gm20914	protein_coding
ENSMUSG00000100634	Gm28171	protein_coding
ENSMUSG00000096036	Gm21778	protein_coding
ENSMUSG00000095148	Gm20873	protein_coding
ENSMUSG00000101243	Gm28919	protein_coding
ENSMUSG00000079806	Gm21719	protein_coding
ENSMUSG00000096686	Gm20830	protein_coding
ENSMUSG00000094484	Gm21244	protein_coding
ENSMUSG00000100939	Gm28998	protein_coding
ENSMUSG00000094081	Gm20826	protein_coding
ENSMUSG00000100645	Gm28576	protein_coding
ENSMUSG00000099861	Gm29049	protein_coding
ENSMUSG00000095324	Gm20825	protein_coding
ENSMUSG00000101928	Gm20824	protein_coding
ENSMUSG00000101053	Gm20815	protein_coding
ENSMUSG00000091077	Gm21292	protein_coding
ENSMUSG00000094679	Gm21721	protein_coding
ENSMUSG00000094773	Gm21812	protein_coding
ENSMUSG00000096223	Gm21874	protein_coding
ENSMUSG00000094556	Gm20821	protein_coding
ENSMUSG00000095032	Gm21310	protein_coding
ENSMUSG00000095242	Gm20834	protein_coding
ENSMUSG00000101396	Gm28510	protein_coding
ENSMUSG00000095950	Gm20737	protein_coding
ENSMUSG00000094813	Gm20777	protein_coding
ENSMUSG00000094838	Gm20828	protein_coding
ENSMUSG00000100231	Gm29554	protein_coding
ENSMUSG00000095508	Gm20812	protein_coding
ENSMUSG00000104267	Gm20807	protein_coding
ENSMUSG00000095769	Gm21891	protein_coding
ENSMUSG00000096820	Gm21425	protein_coding
ENSMUSG00000095759	Gm21828	protein_coding
ENSMUSG00000103468	Gm21440	protein_coding
ENSMUSG00000093903	Gm21454	protein_coding
ENSMUSG00000095462	Gm21725	protein_coding
ENSMUSG00000093883	Gm21866	protein_coding
ENSMUSG00000095900	Gm20773	protein_coding
ENSMUSG00000094227	Gm21767	protein_coding
ENSMUSG00000104191	Gm30737	protein_coding
ENSMUSG00000095172	Gm20822	protein_coding
ENSMUSG00000095520	Gm20877	protein_coding
ENSMUSG00000095365	Rbm31y	protein_coding
ENSMUSG00000094161	Gm21904	protein_coding
ENSMUSG00000094325	Gm20831	protein_coding
ENSMUSG00000102739	Gm20772	protein_coding
ENSMUSG00000096819	Srsy	protein_coding
ENSMUSG00000095879	Gm21764	protein_coding
ENSMUSG00000095267	Ssty1	protein_coding
ENSMUSG00000095927	Gm21822	protein_coding
ENSMUSG00000103371	Gm35134	protein_coding
ENSMUSG00000102668	Gm29866	protein_coding
ENSMUSG00000094294	Gm20909	protein_coding
ENSMUSG00000093848	Gm20865	protein_coding
ENSMUSG00000103528	Gm31571	protein_coding
ENSMUSG00000103919	Gm21366	protein_coding
ENSMUSG00000093868	Gm20809	protein_coding
ENSMUSG00000094911	Gm21921	protein_coding
ENSMUSG00000094939	Gm21773	protein_coding
ENSMUSG00000100055	Gm20890	protein_coding
ENSMUSG00000099541	Gm21488	protein_coding
ENSMUSG00000101158	Gm20894	protein_coding
ENSMUSG00000100467	Gm29582	protein_coding
ENSMUSG00000094789	Gm28490	protein_coding
ENSMUSG00000095263	Gm21094	protein_coding
ENSMUSG00000095011	Gm20838	protein_coding
ENSMUSG00000095793	Gm20855	protein_coding
ENSMUSG00000096650	Gm20896	protein_coding
ENSMUSG00000101933	Gm20835	protein_coding
ENSMUSG00000101157	Gm20905	protein_coding
ENSMUSG00000094575	Gm20738	protein_coding
ENSMUSG00000100892	Gm20897	protein_coding
ENSMUSG00000093895	Gm21865	protein_coding
ENSMUSG00000094354	Gm21882	protein_coding
ENSMUSG00000096885	Gm21797	protein_coding
ENSMUSG00000095452	Gm20795	protein_coding
ENSMUSG00000096120	Gm21800	protein_coding
ENSMUSG00000101471	Gm29276	protein_coding
ENSMUSG00000094181	Gm21739	protein_coding
ENSMUSG00000094782	Gm21256	protein_coding
ENSMUSG00000101653	Gm20792	protein_coding
ENSMUSG00000100972	Gm28553	protein_coding
ENSMUSG00000095979	Gm21209	protein_coding
ENSMUSG00000100338	Gm28870	protein_coding
ENSMUSG00000102122	Gm20883	protein_coding
ENSMUSG00000096769	Gm21117	protein_coding
ENSMUSG00000100485	Gm20920	protein_coding
ENSMUSG00000095606	Gm21258	protein_coding
ENSMUSG00000094729	Gm20747	protein_coding
ENSMUSG00000100045	Gm20929	protein_coding
ENSMUSG00000094570	Gm20931	protein_coding
ENSMUSG00000095135	Gm21858	protein_coding
ENSMUSG00000101155	Sly	protein_coding
ENSMUSG00000096122	Gm21943	protein_coding
ENSMUSG00000101399	Gm28961	protein_coding
ENSMUSG00000096626	Gm21861	protein_coding
ENSMUSG00000095141	Gm28891	protein_coding
ENSMUSG00000100667	1700040F15Rik	protein_coding
ENSMUSG00000100726	Gm21497	protein_coding
ENSMUSG00000094821	Gm21518	protein_coding
ENSMUSG00000093950	Gm20823	protein_coding
ENSMUSG00000100856	Gm21627	protein_coding
ENSMUSG00000101766	Gm20908	protein_coding
ENSMUSG00000095785	Gm20924	protein_coding
ENSMUSG00000093993	Gm20736	protein_coding
ENSMUSG00000096666	Gm20852	protein_coding
ENSMUSG00000095302	Ssty2	protein_coding
ENSMUSG00000096016	Gm20937	protein_coding
ENSMUSG00000095634	Gm20816	protein_coding
ENSMUSG00000100032	Gm20817	protein_coding
ENSMUSG00000102388	Gm33815	protein_coding
ENSMUSG00000099550	Gm28079	protein_coding
ENSMUSG00000099530	Gm29644	protein_coding
ENSMUSG00000094052	Gm21118	protein_coding
ENSMUSG00000101725	Gm29423	protein_coding
ENSMUSG00000094616	Gm20888	protein_coding
ENSMUSG00000099531	Gm20869	protein_coding
ENSMUSG00000100535	Gm20870	protein_coding
ENSMUSG00000096902	Gm20843	protein_coding
ENSMUSG00000099782	Gm20903	protein_coding
ENSMUSG00000101528	Gm29110	protein_coding
ENSMUSG00000094507	Gm21913	protein_coding
ENSMUSG00000101146	Gm20814	protein_coding
ENSMUSG00000100902	Gm20850	protein_coding
ENSMUSG00000094404	Gm21776	protein_coding
ENSMUSG00000100708	Gm21173	protein_coding
ENSMUSG00000094647	Gm21650	protein_coding
ENSMUSG00000096898	Gm20867	protein_coding
ENSMUSG00000099792	Gm29564	protein_coding
ENSMUSG00000094739	Gm20806	protein_coding
ENSMUSG00000095867	Gm20917	protein_coding
ENSMUSG00000094746	Gm20916	protein_coding
ENSMUSG00000095578	Gm21760	protein_coding
ENSMUSG00000099740	Gm28897	protein_coding
ENSMUSG00000099894	Gm20911	protein_coding
ENSMUSG00000101286	Gm21317	protein_coding
ENSMUSG00000099925	Gm28827	protein_coding
ENSMUSG00000095153	Gm21095	protein_coding
ENSMUSG00000094660	Gm21394	protein_coding
ENSMUSG00000099840	Gm21409	protein_coding
ENSMUSG00000095650	Gm20854	protein_coding
ENSMUSG00000100240	Gm20820	protein_coding
ENSMUSG00000094399	Gm21477	protein_coding
ENSMUSG00000099856	Gm20906	protein_coding
ENSMUSG00000101915	Gm28102	protein_coding
ENSMUSG00000102045	Gm21294	protein_coding
ENSMUSG00000100608	Gm21996	protein_coding
ENSMUSG00000096178	Gm20837	protein_coding
ENSMUSG00000096850	Gm21748	protein_coding
ENSMUSG00000091539	Vmn1r238	protein_coding
ENSMUSG00000063889	Crem	protein_coding
ENSMUSG00000024231	Cul2	protein_coding
ENSMUSG00000024232	Bambi	protein_coding
ENSMUSG00000024233	Lyzl1	protein_coding
ENSMUSG00000024235	Map3k8	protein_coding
ENSMUSG00000024234	Mtpap	protein_coding
ENSMUSG00000024236	Svil	protein_coding
ENSMUSG00000050945	Zfp438	protein_coding
ENSMUSG00000024238	Zeb1	protein_coding
ENSMUSG00000041225	Arhgap12	protein_coding
ENSMUSG00000006740	Kif5b	protein_coding
ENSMUSG00000024240	Epc1	protein_coding
ENSMUSG00000039540	4921524L21Rik	protein_coding
ENSMUSG00000073639	Rab18	protein_coding
ENSMUSG00000061013	Mkx	protein_coding
ENSMUSG00000061802	Armc4	protein_coding
ENSMUSG00000057440	Mpp7	protein_coding
ENSMUSG00000024283	Wac	protein_coding
ENSMUSG00000036904	Fzd8	protein_coding
ENSMUSG00000036855	Gjd4	protein_coding
ENSMUSG00000024286	Ccny	protein_coding
ENSMUSG00000050996	Cetn1	protein_coding
ENSMUSG00000036103	Colec12	protein_coding
ENSMUSG00000024287	Thoc1	protein_coding
ENSMUSG00000047879	Usp14	protein_coding
ENSMUSG00000024290	Rock1	protein_coding
ENSMUSG00000042942	Greb1l	protein_coding
ENSMUSG00000024293	Esco1	protein_coding
ENSMUSG00000002477	Snrpd1	protein_coding
ENSMUSG00000002475	Abhd3	protein_coding
ENSMUSG00000024294	Mib1	protein_coding
ENSMUSG00000005836	Gata6	protein_coding
ENSMUSG00000041238	Rbbp8	protein_coding
ENSMUSG00000040957	Cables1	protein_coding
ENSMUSG00000049411	Tmem241	protein_coding
ENSMUSG00000024404	Riok3	protein_coding
ENSMUSG00000024413	Npc1	protein_coding
ENSMUSG00000057766	Ankrd29	protein_coding
ENSMUSG00000024421	Lama3	protein_coding
ENSMUSG00000024424	Ttc39c	protein_coding
ENSMUSG00000024430	Cabyr	protein_coding
ENSMUSG00000044252	Osbpl1a	protein_coding
ENSMUSG00000024423	Impact	protein_coding
ENSMUSG00000037346	Hrh4	protein_coding
ENSMUSG00000024420	Zfp521	protein_coding
ENSMUSG00000037013	Ss18	protein_coding
ENSMUSG00000036743	Psma8	protein_coding
ENSMUSG00000054321	Taf4b	protein_coding
ENSMUSG00000036225	Kctd1	protein_coding
ENSMUSG00000024411	Aqp4	protein_coding
ENSMUSG00000047161	Chst9	protein_coding
ENSMUSG00000024304	Cdh2	protein_coding
ENSMUSG00000059898	Dsc3	protein_coding
ENSMUSG00000024331	Dsc2	protein_coding
ENSMUSG00000044322	Dsc1	protein_coding
ENSMUSG00000034774	Dsg1c	protein_coding
ENSMUSG00000069441	Dsg1a	protein_coding
ENSMUSG00000061928	Dsg1b	protein_coding
ENSMUSG00000001804	Dsg4	protein_coding
ENSMUSG00000056632	Dsg3	protein_coding
ENSMUSG00000044393	Dsg2	protein_coding
ENSMUSG00000061808	Ttr	protein_coding
ENSMUSG00000056124	B4galt6	protein_coding
ENSMUSG00000033382	Trappc8	protein_coding
ENSMUSG00000033107	Rnf125	protein_coding
ENSMUSG00000024317	Rnf138	protein_coding
ENSMUSG00000024313	Mep1b	protein_coding
ENSMUSG00000042514	Klhl14	protein_coding
ENSMUSG00000024306	Ccdc178	protein_coding
ENSMUSG00000045215	Asxl3	protein_coding
ENSMUSG00000041923	Nol4	protein_coding
ENSMUSG00000024302	Dtna	protein_coding
ENSMUSG00000024277	Mapre2	protein_coding
ENSMUSG00000024276	Zfp397	protein_coding
ENSMUSG00000063281	Zfp35	protein_coding
ENSMUSG00000051469	Zfp24	protein_coding
ENSMUSG00000047989	Ino80c	protein_coding
ENSMUSG00000000420	Galnt1	protein_coding
ENSMUSG00000024273	2700062C07Rik	protein_coding
ENSMUSG00000040446	Rprd1a	protein_coding
ENSMUSG00000024270	Slc39a6	protein_coding
ENSMUSG00000024271	Elp2	protein_coding
ENSMUSG00000039616	Mocos	protein_coding
ENSMUSG00000054745	Gm9955	protein_coding
ENSMUSG00000034295	Fhod3	protein_coding
ENSMUSG00000024269	Tpgs2	protein_coding
ENSMUSG00000033632	AW554918	protein_coding
ENSMUSG00000024268	Celf4	protein_coding
ENSMUSG00000033628	Pik3c3	protein_coding
ENSMUSG00000057455	Rit2	protein_coding
ENSMUSG00000024261	Syt4	protein_coding
ENSMUSG00000024259	Slc25a46	protein_coding
ENSMUSG00000092124	B930094E09Rik	protein_coding
ENSMUSG00000024260	Sap130	protein_coding
ENSMUSG00000041915	Ammecr1l	protein_coding
ENSMUSG00000024258	Polr2d	protein_coding
ENSMUSG00000024400	Wdr33	protein_coding
ENSMUSG00000091561	Gm6665	protein_coding
ENSMUSG00000044982	Sft2d3	protein_coding
ENSMUSG00000024395	Lims2	protein_coding
ENSMUSG00000052229	Gpr17	protein_coding
ENSMUSG00000024388	Myo7b	protein_coding
ENSMUSG00000024384	Iws1	protein_coding
ENSMUSG00000024386	Proc	protein_coding
ENSMUSG00000024383	Map3k2	protein_coding
ENSMUSG00000024382	Ercc3	protein_coding
ENSMUSG00000024381	Bin1	protein_coding
ENSMUSG00000090523	Gypc	protein_coding
ENSMUSG00000024379	Tslp	protein_coding
ENSMUSG00000038299	Wdr36	protein_coding
ENSMUSG00000038128	Camk4	protein_coding
ENSMUSG00000024378	Stard4	protein_coding
ENSMUSG00000042834	Nrep	protein_coding
ENSMUSG00000024376	Epb41l4a	protein_coding
ENSMUSG00000005871	Apc	protein_coding
ENSMUSG00000014504	Srp19	protein_coding
ENSMUSG00000005873	Reep5	protein_coding
ENSMUSG00000014503	Pkd2l2	protein_coding
ENSMUSG00000036501	Fam13b	protein_coding
ENSMUSG00000012282	Wnt8a	protein_coding
ENSMUSG00000035984	Nme5	protein_coding
ENSMUSG00000049357	4933408B17Rik	protein_coding
ENSMUSG00000003778	Brd8	protein_coding
ENSMUSG00000003779	Kif20a	protein_coding
ENSMUSG00000024370	Cdc23	protein_coding
ENSMUSG00000024366	Gfra3	protein_coding
ENSMUSG00000044201	Cdc25c	protein_coding
ENSMUSG00000078240	Gm3550	protein_coding
ENSMUSG00000034300	Fam53c	protein_coding
ENSMUSG00000038773	Kdm3b	protein_coding
ENSMUSG00000038555	Reep2	protein_coding
ENSMUSG00000038418	Egr1	protein_coding
ENSMUSG00000024360	Etf1	protein_coding
ENSMUSG00000024359	Hspa9	protein_coding
ENSMUSG00000037815	Ctnna1	protein_coding
ENSMUSG00000071862	Lrrtm2	protein_coding
ENSMUSG00000024357	Sil1	protein_coding
ENSMUSG00000037236	Matr3	protein_coding
ENSMUSG00000037058	Paip2	protein_coding
ENSMUSG00000024354	Slc23a1	protein_coding
ENSMUSG00000024353	Mzb1	protein_coding
ENSMUSG00000073600	Prob1	protein_coding
ENSMUSG00000024352	Spata24	protein_coding
ENSMUSG00000024350	Dnajc18	protein_coding
ENSMUSG00000073598	1700066B19Rik	protein_coding
ENSMUSG00000073599	Ecscr	protein_coding
ENSMUSG00000024349	Tmem173	protein_coding
ENSMUSG00000091896	Ube2d2a	protein_coding
ENSMUSG00000046668	Cxxc5	protein_coding
ENSMUSG00000024347	Psd2	protein_coding
ENSMUSG00000060275	Nrg2	protein_coding
ENSMUSG00000043991	Pura	protein_coding
ENSMUSG00000046727	Cystm1	protein_coding
ENSMUSG00000024346	Pfdn1	protein_coding
ENSMUSG00000024486	Hbegf	protein_coding
ENSMUSG00000024485	Slc4a9	protein_coding
ENSMUSG00000024483	Ankhd1	protein_coding
ENSMUSG00000090264	Eif4ebp3	protein_coding
ENSMUSG00000006050	Sra1	protein_coding
ENSMUSG00000033272	Slc35a4	protein_coding
ENSMUSG00000044719	E230025N22Rik	protein_coding
ENSMUSG00000051439	Cd14	protein_coding
ENSMUSG00000006850	Tmco6	protein_coding
ENSMUSG00000014294	Ndufa2	protein_coding
ENSMUSG00000024474	Ik	protein_coding
ENSMUSG00000042660	Wdr55	protein_coding
ENSMUSG00000044595	Dnd1	protein_coding
ENSMUSG00000001380	Hars	protein_coding
ENSMUSG00000019143	Hars2	protein_coding
ENSMUSG00000001383	Zmat2	protein_coding
ENSMUSG00000103442	Pcdha1	protein_coding
ENSMUSG00000104148	Pcdha2	protein_coding
ENSMUSG00000102312	Pcdha3	protein_coding
ENSMUSG00000104252	Pcdha4	protein_coding
ENSMUSG00000103458	Gm42416	protein_coding
ENSMUSG00000103092	Pcdha5	protein_coding
ENSMUSG00000103707	Pcdha6	protein_coding
ENSMUSG00000102836	Gm37013	protein_coding
ENSMUSG00000104318	Pcdha7	protein_coding
ENSMUSG00000103125	Gm37388	protein_coding
ENSMUSG00000103800	Pcdha8	protein_coding
ENSMUSG00000103770	Pcdha9	protein_coding
ENSMUSG00000007440	Pcdha11	protein_coding
ENSMUSG00000102206	Pcdha11	protein_coding
ENSMUSG00000103310	Pcdha12	protein_coding
ENSMUSG00000103255	Pcdhac1	protein_coding
ENSMUSG00000102697	Pcdhac2	protein_coding
ENSMUSG00000051663	Pcdhb1	protein_coding
ENSMUSG00000051599	Pcdhb2	protein_coding
ENSMUSG00000045498	Pcdhb3	protein_coding
ENSMUSG00000045689	Pcdhb4	protein_coding
ENSMUSG00000063687	Pcdhb5	protein_coding
ENSMUSG00000051678	Pcdhb6	protein_coding
ENSMUSG00000045062	Pcdhb7	protein_coding
ENSMUSG00000045876	Pcdhb8	protein_coding
ENSMUSG00000051242	Pcdhb9	protein_coding
ENSMUSG00000045657	Pcdhb10	protein_coding
ENSMUSG00000051486	Pcdhb11	protein_coding
ENSMUSG00000043458	Pcdhb12	protein_coding
ENSMUSG00000047307	Pcdhb13	protein_coding
ENSMUSG00000044043	Pcdhb14	protein_coding
ENSMUSG00000047033	Pcdhb15	protein_coding
ENSMUSG00000047910	Pcdhb16	protein_coding
ENSMUSG00000046387	Pcdhb17	protein_coding
ENSMUSG00000048347	Pcdhb18	protein_coding
ENSMUSG00000043313	Pcdhb19	protein_coding
ENSMUSG00000046191	Pcdhb20	protein_coding
ENSMUSG00000044022	Pcdhb21	protein_coding
ENSMUSG00000073591	Pcdhb22	protein_coding
ENSMUSG00000050304	Slc25a2	protein_coding
ENSMUSG00000051316	Taf7	protein_coding
ENSMUSG00000103144	Pcdhga1	protein_coding
ENSMUSG00000103332	Pcdhga2	protein_coding
ENSMUSG00000104346	Pcdhga3	protein_coding
ENSMUSG00000103037	Pcdhgb1	protein_coding
ENSMUSG00000103677	Pcdhga4	protein_coding
ENSMUSG00000102748	Pcdhgb2	protein_coding
ENSMUSG00000103567	Pcdhga5	protein_coding
ENSMUSG00000103793	Pcdhga6	protein_coding
ENSMUSG00000103472	Pcdhga7	protein_coding
ENSMUSG00000103585	Pcdhgb4	protein_coding
ENSMUSG00000103897	Pcdhga8	protein_coding
ENSMUSG00000103749	Pcdhgb5	protein_coding
ENSMUSG00000102440	Pcdhga9	protein_coding
ENSMUSG00000103088	Pcdhgb6	protein_coding
ENSMUSG00000102222	Pcdhga10	protein_coding
ENSMUSG00000104063	Pcdhgb7	protein_coding
ENSMUSG00000102742	Pcdhga11	protein_coding
ENSMUSG00000102428	Pcdhga12	protein_coding
ENSMUSG00000102918	Pcdhgc3	protein_coding
ENSMUSG00000102543	Pcdhgc5	protein_coding
ENSMUSG00000024456	Diaph1	protein_coding
ENSMUSG00000024454	Hdac3	protein_coding
ENSMUSG00000044024	Rell2	protein_coding
ENSMUSG00000038524	Fchsd1	protein_coding
ENSMUSG00000024451	Arap3	protein_coding
ENSMUSG00000051375	Pcdh1	protein_coding
ENSMUSG00000024440	Pcdh12	protein_coding
ENSMUSG00000060450	Rnf14	protein_coding
ENSMUSG00000052102	Gnpda1	protein_coding
ENSMUSG00000024425	Ndfip1	protein_coding
ENSMUSG00000024427	Spry4	protein_coding
ENSMUSG00000036452	Arhgap26	protein_coding
ENSMUSG00000036585	Fgf1	protein_coding
ENSMUSG00000024431	Nr3c1	protein_coding
ENSMUSG00000051732	Pabpc2	protein_coding
ENSMUSG00000024487	Yipf5	protein_coding
ENSMUSG00000051401	Kctd16	protein_coding
ENSMUSG00000056671	Prelid2	protein_coding
ENSMUSG00000073574	Grxcr2	protein_coding
ENSMUSG00000057719	Sh3rf2	protein_coding
ENSMUSG00000059455	Plac8l1	protein_coding
ENSMUSG00000024493	Lars	protein_coding
ENSMUSG00000024491	Rbm27	protein_coding
ENSMUSG00000024497	Pou4f3	protein_coding
ENSMUSG00000024498	Tcerg1	protein_coding
ENSMUSG00000042816	Gpr151	protein_coding
ENSMUSG00000024500	Ppp2r2b	protein_coding
ENSMUSG00000039954	Stk32a	protein_coding
ENSMUSG00000024501	Dpysl3	protein_coding
ENSMUSG00000043424	Eif3j2	protein_coding
ENSMUSG00000024502	Jakmip2	protein_coding
ENSMUSG00000024503	Spink1	protein_coding
ENSMUSG00000038791	Scgb3a2	protein_coding
ENSMUSG00000071858	Gm94	protein_coding
ENSMUSG00000055561	Spink5	protein_coding
ENSMUSG00000051050	Spink14	protein_coding
ENSMUSG00000055095	Spink6	protein_coding
ENSMUSG00000061144	Spink12	protein_coding
ENSMUSG00000069385	Gm10267	protein_coding
ENSMUSG00000053729	Spinkl	protein_coding
ENSMUSG00000073573	Spink11	protein_coding
ENSMUSG00000073572	Gm10542	protein_coding
ENSMUSG00000038071	Npy6r	protein_coding
ENSMUSG00000024471	Myot	protein_coding
ENSMUSG00000024472	Dcp2	protein_coding
ENSMUSG00000071856	Mcc	protein_coding
ENSMUSG00000034653	Ythdc2	protein_coding
ENSMUSG00000054477	Kcnn2	protein_coding
ENSMUSG00000033949	Trim36	protein_coding
ENSMUSG00000024477	Pggt1b	protein_coding
ENSMUSG00000071855	Ccdc112	protein_coding
ENSMUSG00000033319	Fem1c	protein_coding
ENSMUSG00000056130	Ticam2	protein_coding
ENSMUSG00000033184	Tmed7	protein_coding
ENSMUSG00000057561	Eif1a	protein_coding
ENSMUSG00000033022	Cdo1	protein_coding
ENSMUSG00000032905	Atg12	protein_coding
ENSMUSG00000024480	Ap3s1	protein_coding
ENSMUSG00000024481	Lvrn	protein_coding
ENSMUSG00000073568	Arl14epl	protein_coding
ENSMUSG00000042705	Commd10	protein_coding
ENSMUSG00000019647	Sema6a	protein_coding
ENSMUSG00000059040	Eno1b	protein_coding
ENSMUSG00000024505	Dtwd2	protein_coding
ENSMUSG00000037416	Dmxl1	protein_coding
ENSMUSG00000062210	Tnfaip8	protein_coding
ENSMUSG00000024507	Hsd17b4	protein_coding
