ensembl_gene_id	mgi_symbol	gene_biotype
ENSMUSG00000026755	Arpc5l	protein_coding
ENSMUSG00000026754	Golga1	protein_coding
ENSMUSG00000035236	Scai	protein_coding
ENSMUSG00000026753	Ppp6c	protein_coding
ENSMUSG00000049252	Lrp1b	protein_coding
ENSMUSG00000026866	Kynu	protein_coding
ENSMUSG00000049744	Arhgap15	protein_coding
ENSMUSG00000036890	Gtdc1	protein_coding
ENSMUSG00000026872	Zeb2	protein_coding
ENSMUSG00000052155	Acvr2a	protein_coding
ENSMUSG00000026761	Orc4	protein_coding
ENSMUSG00000036792	Mbd5	protein_coding
ENSMUSG00000069495	Epc2	protein_coding
ENSMUSG00000026764	Kif5c	protein_coding
ENSMUSG00000026765	Lypd6b	protein_coding
ENSMUSG00000050447	Lypd6	protein_coding
ENSMUSG00000026766	Mmadhc	protein_coding
ENSMUSG00000017144	Rnd3	protein_coding
ENSMUSG00000056115	Tas2r134	protein_coding
ENSMUSG00000036249	Rbm43	protein_coding
ENSMUSG00000026946	Nmi	protein_coding
ENSMUSG00000053475	Tnfaip6	protein_coding
ENSMUSG00000036202	Rif1	protein_coding
ENSMUSG00000026950	Neb	protein_coding
ENSMUSG00000036093	Arl5a	protein_coding
ENSMUSG00000017412	Cacnb4	protein_coding
ENSMUSG00000055371	Stam2	protein_coding
ENSMUSG00000036053	Fmnl2	protein_coding
ENSMUSG00000061136	Prpf40a	protein_coding
ENSMUSG00000026960	Arl6ip6	protein_coding
ENSMUSG00000075334	Rprm	protein_coding
ENSMUSG00000060988	Galnt13	protein_coding
ENSMUSG00000026824	Kcnj3	protein_coding
ENSMUSG00000026826	Nr4a2	protein_coding
ENSMUSG00000026827	Gpd2	protein_coding
ENSMUSG00000026828	Galnt5	protein_coding
ENSMUSG00000026830	Ermn	protein_coding
ENSMUSG00000026832	Cytip	protein_coding
ENSMUSG00000026834	Acvr1c	protein_coding
ENSMUSG00000026836	Acvr1	protein_coding
ENSMUSG00000026839	Upp2	protein_coding
ENSMUSG00000036641	Ccdc148	protein_coding
ENSMUSG00000079353	Gm11099	protein_coding
ENSMUSG00000026991	Pkp4	protein_coding
ENSMUSG00000026989	Dapl1	protein_coding
ENSMUSG00000035168	Tanc1	protein_coding
ENSMUSG00000026988	Wdsub1	protein_coding
ENSMUSG00000026987	Baz2b	protein_coding
ENSMUSG00000026977	March7	protein_coding
ENSMUSG00000060703	Cd302	protein_coding
ENSMUSG00000026980	Ly75	protein_coding
ENSMUSG00000054580	Pla2r1	protein_coding
ENSMUSG00000026971	Itgb6	protein_coding
ENSMUSG00000026970	Rbms1	protein_coding
ENSMUSG00000064289	Tank	protein_coding
ENSMUSG00000026914	Psmd14	protein_coding
ENSMUSG00000035033	Tbr1	protein_coding
ENSMUSG00000026904	Slc4a10	protein_coding
ENSMUSG00000035000	Dpp4	protein_coding
ENSMUSG00000000394	Gcg	protein_coding
ENSMUSG00000000392	Fap	protein_coding
ENSMUSG00000026896	Ifih1	protein_coding
ENSMUSG00000026893	Gca	protein_coding
ENSMUSG00000059742	Kcnh7	protein_coding
ENSMUSG00000075324	Fign	protein_coding
ENSMUSG00000026888	Grb14	protein_coding
ENSMUSG00000034903	Cobll1	protein_coding
ENSMUSG00000061171	Slc38a11	protein_coding
ENSMUSG00000057182	Scn3a	protein_coding
ENSMUSG00000044647	Csrnp3	protein_coding
ENSMUSG00000026994	Galnt3	protein_coding
ENSMUSG00000034848	Ttc21b	protein_coding
ENSMUSG00000064329	Scn1a	protein_coding
ENSMUSG00000075316	Scn9a	protein_coding
ENSMUSG00000034810	Scn7a	protein_coding
ENSMUSG00000096240	Gm21830	protein_coding
ENSMUSG00000027022	Xirp2	protein_coding
ENSMUSG00000034780	B3galt1	protein_coding
ENSMUSG00000027030	Stk39	protein_coding
ENSMUSG00000053896	4933409G03Rik	protein_coding
ENSMUSG00000079324	4932414N04Rik	protein_coding
ENSMUSG00000027035	Cers6	protein_coding
ENSMUSG00000034738	Nostrin	protein_coding
ENSMUSG00000005233	Spc25	protein_coding
ENSMUSG00000005232	G6pc2	protein_coding
ENSMUSG00000027048	Abcb11	protein_coding
ENSMUSG00000027068	Dhrs9	protein_coding
ENSMUSG00000027070	Lrp2	protein_coding
ENSMUSG00000063145	Bbs5	protein_coding
ENSMUSG00000075307	Klhl41	protein_coding
ENSMUSG00000027086	Fastkd1	protein_coding
ENSMUSG00000042133	Ppig	protein_coding
ENSMUSG00000070883	Ccdc173	protein_coding
ENSMUSG00000027088	Phospho2	protein_coding
ENSMUSG00000042155	Klhl23	protein_coding
ENSMUSG00000068882	Ssb	protein_coding
ENSMUSG00000051730	Mettl5	protein_coding
ENSMUSG00000044308	Ubr3	protein_coding
ENSMUSG00000042064	Myo3b	protein_coding
ENSMUSG00000075304	Sp5	protein_coding
ENSMUSG00000075302	Erich2	protein_coding
ENSMUSG00000070880	Gad1	protein_coding
ENSMUSG00000014959	Gorasp2	protein_coding
ENSMUSG00000041997	Tlk1	protein_coding
ENSMUSG00000041975	Mettl8	protein_coding
ENSMUSG00000041966	Dcaf17	protein_coding
ENSMUSG00000027015	Cybrd1	protein_coding
ENSMUSG00000027012	Dync1i2	protein_coding
ENSMUSG00000027010	Slc25a12	protein_coding
ENSMUSG00000027018	Hat1	protein_coding
ENSMUSG00000041921	Metap1d	protein_coding
ENSMUSG00000041911	Dlx1	protein_coding
ENSMUSG00000023391	Dlx2	protein_coding
ENSMUSG00000027111	Itga6	protein_coding
ENSMUSG00000006494	Pdk1	protein_coding
ENSMUSG00000049044	Rapgef4	protein_coding
ENSMUSG00000055612	Cdca7	protein_coding
ENSMUSG00000027109	Sp3	protein_coding
ENSMUSG00000079286	Gm11084	protein_coding
ENSMUSG00000027108	Ola1	protein_coding
ENSMUSG00000068859	Sp9	protein_coding
ENSMUSG00000041777	Cir1	protein_coding
ENSMUSG00000008226	Scrn3	protein_coding
ENSMUSG00000041762	Gpr155	protein_coding
ENSMUSG00000075284	Wipf1	protein_coding
ENSMUSG00000027107	Chrna1	protein_coding
ENSMUSG00000056486	Chn1	protein_coding
ENSMUSG00000027104	Atf2	protein_coding
ENSMUSG00000018770	Atp5g3	protein_coding
ENSMUSG00000001815	Evx2	protein_coding
ENSMUSG00000001819	Hoxd13	protein_coding
ENSMUSG00000001823	Hoxd12	protein_coding
ENSMUSG00000042499	Hoxd11	protein_coding
ENSMUSG00000050368	Hoxd10	protein_coding
ENSMUSG00000043342	Hoxd9	protein_coding
ENSMUSG00000027102	Hoxd8	protein_coding
ENSMUSG00000079277	Hoxd3	protein_coding
ENSMUSG00000101174	Hoxd4	protein_coding
ENSMUSG00000100642	Gm28230	protein_coding
ENSMUSG00000042448	Hoxd1	protein_coding
ENSMUSG00000027099	Mtx2	protein_coding
ENSMUSG00000059005	Hnrnpa3	protein_coding
ENSMUSG00000015839	Nfe2l2	protein_coding
ENSMUSG00000042410	Agps	protein_coding
ENSMUSG00000075273	Ttc30b	protein_coding
ENSMUSG00000075272	Ttc30a2	protein_coding
ENSMUSG00000075271	Ttc30a1	protein_coding
ENSMUSG00000075270	Pde11a	protein_coding
ENSMUSG00000056436	Cyct	protein_coding
ENSMUSG00000042369	Rbm45	protein_coding
ENSMUSG00000042359	Osbpl6	protein_coding
ENSMUSG00000002731	Prkra	protein_coding
ENSMUSG00000002732	Fkbp7	protein_coding
ENSMUSG00000002733	Plekha3	protein_coding
ENSMUSG00000051747	Ttn	protein_coding
ENSMUSG00000044033	Ccdc141	protein_coding
ENSMUSG00000042272	Sestd1	protein_coding
ENSMUSG00000027016	Zfp385b	protein_coding
ENSMUSG00000027014	Cwc22	protein_coding
ENSMUSG00000027011	Ube2e3	protein_coding
ENSMUSG00000027009	Itga4	protein_coding
ENSMUSG00000075256	Cerkl	protein_coding
ENSMUSG00000034701	Neurod1	protein_coding
ENSMUSG00000034683	Ppp1r1c	protein_coding
ENSMUSG00000059173	Pde1a	protein_coding
ENSMUSG00000050114	Prdx6b	protein_coding
ENSMUSG00000027006	Dnajc10	protein_coding
ENSMUSG00000027004	Frzb	protein_coding
ENSMUSG00000027002	Nckap1	protein_coding
ENSMUSG00000027001	Dusp19	protein_coding
ENSMUSG00000026999	Nup35	protein_coding
ENSMUSG00000070866	Zfp804a	protein_coding
ENSMUSG00000075249	Fsip2	protein_coding
ENSMUSG00000027091	Zc3h15	protein_coding
ENSMUSG00000027087	Itgav	protein_coding
ENSMUSG00000048388	Fam171b	protein_coding
ENSMUSG00000034552	Zswim2	protein_coding
ENSMUSG00000094125	Gm13698	protein_coding
ENSMUSG00000094336	Gm13693	protein_coding
ENSMUSG00000096729	Gm13695	protein_coding
ENSMUSG00000096484	Gm13696	protein_coding
ENSMUSG00000096337	Gm13694	protein_coding
ENSMUSG00000095824	Gm13697	protein_coding
ENSMUSG00000079247	Gm13691	protein_coding
ENSMUSG00000059588	Calcrl	protein_coding
ENSMUSG00000027082	Tfpi	protein_coding
ENSMUSG00000034101	Ctnnd1	protein_coding
ENSMUSG00000101645	Gm28635	protein_coding
ENSMUSG00000086598	Btbd18	protein_coding
ENSMUSG00000050043	Tmx2	protein_coding
ENSMUSG00000027080	Med19	protein_coding
ENSMUSG00000034075	Zdhhc5	protein_coding
ENSMUSG00000027079	Clp1	protein_coding
ENSMUSG00000034059	Ypel4	protein_coding
ENSMUSG00000097187	Gm19426	protein_coding
ENSMUSG00000023224	Serping1	protein_coding
ENSMUSG00000027078	Ube2l6	protein_coding
ENSMUSG00000027077	Smtnl1	protein_coding
ENSMUSG00000027076	Timm10	protein_coding
ENSMUSG00000027075	Slc43a1	protein_coding
ENSMUSG00000050896	Rtn4rl2	protein_coding
ENSMUSG00000027074	Slc43a3	protein_coding
ENSMUSG00000027073	Prg2	protein_coding
ENSMUSG00000027072	Prg3	protein_coding
ENSMUSG00000027071	P2rx3	protein_coding
ENSMUSG00000027067	Ssrp1	protein_coding
ENSMUSG00000033955	Tnks1bp1	protein_coding
ENSMUSG00000044338	Aplnr	protein_coding
ENSMUSG00000075224	Lrrc55	protein_coding
ENSMUSG00000075223	Olfr987	protein_coding
ENSMUSG00000075222	Olfr988	protein_coding
ENSMUSG00000075221	Olfr992	protein_coding
ENSMUSG00000075220	Olfr993	protein_coding
ENSMUSG00000075219	Olfr994	protein_coding
ENSMUSG00000075218	Olfr995	protein_coding
ENSMUSG00000075217	4833423E24Rik	protein_coding
ENSMUSG00000075215	Olfr1000	protein_coding
ENSMUSG00000075214	Olfr1002	protein_coding
ENSMUSG00000075212	Olfr154	protein_coding
ENSMUSG00000075211	Olfr1006	protein_coding
ENSMUSG00000050603	Olfr1008	protein_coding
ENSMUSG00000043226	Olfr1009	protein_coding
ENSMUSG00000075210	Olfr1012	protein_coding
ENSMUSG00000053287	Olfr1013	protein_coding
ENSMUSG00000059379	Olfr1014	protein_coding
ENSMUSG00000033850	Olfr1015	protein_coding
ENSMUSG00000075209	Olfr1016	protein_coding
ENSMUSG00000043892	Olfr1018	protein_coding
ENSMUSG00000075208	Olfr1019	protein_coding
ENSMUSG00000046975	Olfr1020	protein_coding
ENSMUSG00000057761	Olfr1022	protein_coding
ENSMUSG00000050128	Olfr1023	protein_coding
ENSMUSG00000075206	Olfr1024	protein_coding
ENSMUSG00000058884	Olfr1025-ps1	protein_coding
ENSMUSG00000042863	Olfr1026	protein_coding
ENSMUSG00000057207	Olfr1028	protein_coding
ENSMUSG00000059873	Olfr1029	protein_coding
ENSMUSG00000044923	Olfr1030	protein_coding
ENSMUSG00000043267	Olfr1031	protein_coding
ENSMUSG00000042796	Olfr1032	protein_coding
ENSMUSG00000045392	Olfr1033	protein_coding
ENSMUSG00000102091	Olfr1034	protein_coding
ENSMUSG00000099820	Olfr1036	protein_coding
ENSMUSG00000075205	Olfr1037	protein_coding
ENSMUSG00000075204	Olfr1039	protein_coding
ENSMUSG00000075203	Olfr1040	protein_coding
ENSMUSG00000075202	Olfr1042	protein_coding
ENSMUSG00000075201	Olfr1043	protein_coding
ENSMUSG00000075200	Olfr1044	protein_coding
ENSMUSG00000075199	Olfr52	protein_coding
ENSMUSG00000075198	Olfr1045	protein_coding
ENSMUSG00000075197	Olfr1046	protein_coding
ENSMUSG00000075196	Olfr1047	protein_coding
ENSMUSG00000075195	Olfr1048	protein_coding
ENSMUSG00000075194	Olfr1049	protein_coding
ENSMUSG00000075193	Olfr1051	protein_coding
ENSMUSG00000047149	Olfr1052	protein_coding
ENSMUSG00000075192	Olfr1053	protein_coding
ENSMUSG00000075190	Olfr1054	protein_coding
ENSMUSG00000075189	Olfr1055	protein_coding
ENSMUSG00000075188	Olfr1056	protein_coding
ENSMUSG00000075187	Olfr1057	protein_coding
ENSMUSG00000075186	Olfr1058	protein_coding
ENSMUSG00000075185	Olfr1061	protein_coding
ENSMUSG00000090059	Olfr1062	protein_coding
ENSMUSG00000075181	Olfr1066	protein_coding
ENSMUSG00000060742	Olfr1076	protein_coding
ENSMUSG00000075179	Olfr1079	protein_coding
ENSMUSG00000075176	Olfr1085	protein_coding
ENSMUSG00000075175	Olfr1086	protein_coding
ENSMUSG00000075174	Olfr1087	protein_coding
ENSMUSG00000075172	Olfr1090	protein_coding
ENSMUSG00000047969	Olfr1093	protein_coding
ENSMUSG00000078420	Olfr141	protein_coding
ENSMUSG00000044213	Olfr1094	protein_coding
ENSMUSG00000075171	Olfr1095	protein_coding
ENSMUSG00000075170	Olfr1097	protein_coding
ENSMUSG00000075169	Olfr1098	protein_coding
ENSMUSG00000075168	Olfr1099	protein_coding
ENSMUSG00000070875	Olfr1100	protein_coding
ENSMUSG00000075167	Olfr1101	protein_coding
ENSMUSG00000049843	Olfr1102	protein_coding
ENSMUSG00000075166	Olfr1104	protein_coding
ENSMUSG00000075165	Olfr1105	protein_coding
ENSMUSG00000075164	Olfr1106	protein_coding
ENSMUSG00000075163	Olfr1107	protein_coding
ENSMUSG00000075161	Olfr1109	protein_coding
ENSMUSG00000075160	Olfr259	protein_coding
ENSMUSG00000075159	Olfr1110	protein_coding
ENSMUSG00000075158	Olfr1111	protein_coding
ENSMUSG00000044487	Olfr1112	protein_coding
ENSMUSG00000070857	Olfr1113	protein_coding
ENSMUSG00000070856	Olfr1115	protein_coding
ENSMUSG00000070855	Olfr1116	protein_coding
ENSMUSG00000070852	Olfr1121	protein_coding
ENSMUSG00000047594	Olfr1122	protein_coding
ENSMUSG00000043274	Olfr1123	protein_coding
ENSMUSG00000050772	Olfr1124	protein_coding
ENSMUSG00000058194	Olfr1126	protein_coding
ENSMUSG00000025839	Pramel7	protein_coding
ENSMUSG00000025838	Pramel6	protein_coding
ENSMUSG00000061520	Olfr153	protein_coding
ENSMUSG00000075156	Olfr1128	protein_coding
ENSMUSG00000062272	Olfr1129	protein_coding
ENSMUSG00000059205	Olfr1130	protein_coding
ENSMUSG00000068819	Olfr1131	protein_coding
ENSMUSG00000068818	Olfr1132	protein_coding
ENSMUSG00000075155	Olfr1133	protein_coding
ENSMUSG00000075153	Olfr1135	protein_coding
ENSMUSG00000075151	Olfr1136	protein_coding
ENSMUSG00000075150	Olfr1137	protein_coding
ENSMUSG00000075149	Olfr1138	protein_coding
ENSMUSG00000068817	Olfr1140	protein_coding
ENSMUSG00000075148	Olfr1141	protein_coding
ENSMUSG00000068816	Olfr152	protein_coding
ENSMUSG00000068815	Olfr1143	protein_coding
ENSMUSG00000068814	Olfr1145	protein_coding
ENSMUSG00000061875	Olfr1148	protein_coding
ENSMUSG00000047039	Olfr1151	protein_coding
ENSMUSG00000045225	Olfr1152	protein_coding
ENSMUSG00000048197	Olfr1153	protein_coding
ENSMUSG00000075146	Olfr1154	protein_coding
ENSMUSG00000075145	Olfr1155	protein_coding
ENSMUSG00000075144	Olfr1156	protein_coding
ENSMUSG00000075143	Olfr1157	protein_coding
ENSMUSG00000075142	Olfr74	protein_coding
ENSMUSG00000062793	Olfr1158	protein_coding
ENSMUSG00000075141	Olfr1160	protein_coding
ENSMUSG00000045150	Olfr1161	protein_coding
ENSMUSG00000075140	Olfr73	protein_coding
ENSMUSG00000075139	Olfr1162	protein_coding
ENSMUSG00000075137	Olfr1163	protein_coding
ENSMUSG00000075136	Olfr1164	protein_coding
ENSMUSG00000101078	Olfr1166	protein_coding
ENSMUSG00000100899	Olfr1167	protein_coding
ENSMUSG00000061342	Olfr1168	protein_coding
ENSMUSG00000075133	Olfr1170	protein_coding
ENSMUSG00000075132	Olfr1173	protein_coding
ENSMUSG00000050023	Olfr1176	protein_coding
ENSMUSG00000056995	Olfr1178	protein_coding
ENSMUSG00000075127	Olfr1179	protein_coding
ENSMUSG00000075125	Olfr1181	protein_coding
ENSMUSG00000090097	Gm13757	protein_coding
ENSMUSG00000049372	Olfr1183	protein_coding
ENSMUSG00000051424	Olfr1184	protein_coding
ENSMUSG00000068809	Olfr1188	protein_coding
ENSMUSG00000068808	Olfr1189	protein_coding
ENSMUSG00000060827	Olfr1193	protein_coding
ENSMUSG00000075121	Olfr1195	protein_coding
ENSMUSG00000075120	Olfr1196	protein_coding
ENSMUSG00000075119	Olfr1197	protein_coding
ENSMUSG00000075117	Olfr1198	protein_coding
ENSMUSG00000089892	Olfr1199	protein_coding
ENSMUSG00000075115	Olfr1200	protein_coding
ENSMUSG00000059023	Olfr1201	protein_coding
ENSMUSG00000064084	Olfr1202	protein_coding
ENSMUSG00000057447	Olfr1205	protein_coding
ENSMUSG00000061798	Olfr1204	protein_coding
ENSMUSG00000062757	Olfr1206	protein_coding
ENSMUSG00000075114	Olfr1208	protein_coding
ENSMUSG00000075113	Olfr1209	protein_coding
ENSMUSG00000075112	Olfr1211	protein_coding
ENSMUSG00000048226	Olfr1212	protein_coding
ENSMUSG00000075111	Gm13762	protein_coding
ENSMUSG00000075110	Olfr1214	protein_coding
ENSMUSG00000100016	Olfr1215	protein_coding
ENSMUSG00000075107	Olfr1216	protein_coding
ENSMUSG00000101391	Olfr1217	protein_coding
ENSMUSG00000075105	Olfr1218	protein_coding
ENSMUSG00000075104	Olfr1219	protein_coding
ENSMUSG00000101480	Olfr1220	protein_coding
ENSMUSG00000075102	Olfr1221	protein_coding
ENSMUSG00000075101	Olfr1222	protein_coding
ENSMUSG00000075100	Olfr1223	protein_coding
ENSMUSG00000075099	Olfr1224-ps1	protein_coding
ENSMUSG00000101918	Olfr1225	protein_coding
ENSMUSG00000075097	Olfr1226	protein_coding
ENSMUSG00000099486	Olfr1228	protein_coding
ENSMUSG00000075095	Olfr1229	protein_coding
ENSMUSG00000075094	Olfr1230	protein_coding
ENSMUSG00000075093	Olfr1231	protein_coding
ENSMUSG00000075092	Olfr1232	protein_coding
ENSMUSG00000075091	Olfr1233	protein_coding
ENSMUSG00000075090	Olfr1234	protein_coding
ENSMUSG00000075088	Olfr1239	protein_coding
ENSMUSG00000075086	Olfr1241	protein_coding
ENSMUSG00000075085	Olfr1242	protein_coding
ENSMUSG00000075084	Olfr1243	protein_coding
ENSMUSG00000075081	Olfr1247	protein_coding
ENSMUSG00000075079	Olfr1249	protein_coding
ENSMUSG00000075078	Olfr1250	protein_coding
ENSMUSG00000075075	Olfr1253	protein_coding
ENSMUSG00000075074	Olfr1254	protein_coding
ENSMUSG00000045148	Olfr1255	protein_coding
ENSMUSG00000075073	Olfr1256	protein_coding
ENSMUSG00000075072	Olfr48	protein_coding
ENSMUSG00000049057	Olfr1257	protein_coding
ENSMUSG00000049149	Olfr1258	protein_coding
ENSMUSG00000068806	Olfr1259	protein_coding
ENSMUSG00000042894	Olfr1260	protein_coding
ENSMUSG00000061295	Olfr1261	protein_coding
ENSMUSG00000051313	Olfr1262	protein_coding
ENSMUSG00000059112	Olfr1263	protein_coding
ENSMUSG00000075069	Olfr1264	protein_coding
ENSMUSG00000059910	Olfr1265	protein_coding
ENSMUSG00000075068	Olfr140	protein_coding
ENSMUSG00000075066	Olfr32	protein_coding
ENSMUSG00000075065	Olfr1270	protein_coding
ENSMUSG00000075064	Olfr1506	protein_coding
ENSMUSG00000075063	Olfr142	protein_coding
ENSMUSG00000075062	Olfr1271	protein_coding
ENSMUSG00000075061	Olfr1272	protein_coding
ENSMUSG00000089859	Gm13769	protein_coding
ENSMUSG00000025314	Ptprj	protein_coding
ENSMUSG00000051329	Nup160	protein_coding
ENSMUSG00000008200	Fnbp4	protein_coding
ENSMUSG00000040812	Agbl2	protein_coding
ENSMUSG00000027282	Mtch2	protein_coding
ENSMUSG00000040794	C1qtnf4	protein_coding
ENSMUSG00000005510	Ndufs3	protein_coding
ENSMUSG00000005505	Kbtbd4	protein_coding
ENSMUSG00000005506	Celf1	protein_coding
ENSMUSG00000002104	Rapsn	protein_coding
ENSMUSG00000002102	Psmc3	protein_coding
ENSMUSG00000002105	Slc39a13	protein_coding
ENSMUSG00000002111	Spi1	protein_coding
ENSMUSG00000002100	Mybpc3	protein_coding
ENSMUSG00000040687	Madd	protein_coding
ENSMUSG00000002108	Nr1h3	protein_coding
ENSMUSG00000002103	Acp2	protein_coding
ENSMUSG00000002109	Ddb2	protein_coding
ENSMUSG00000027257	Pacsin3	protein_coding
ENSMUSG00000027255	Arfgap2	protein_coding
ENSMUSG00000040591	1110051M20Rik	protein_coding
ENSMUSG00000027253	Lrp4	protein_coding
ENSMUSG00000040549	Ckap5	protein_coding
ENSMUSG00000027249	F2	protein_coding
ENSMUSG00000075040	Zfp408	protein_coding
ENSMUSG00000027247	Arhgap1	protein_coding
ENSMUSG00000027244	Atg13	protein_coding
ENSMUSG00000027243	Harbi1	protein_coding
ENSMUSG00000040506	Ambra1	protein_coding
ENSMUSG00000040495	Chrm4	protein_coding
ENSMUSG00000027239	Mdk	protein_coding
ENSMUSG00000040479	Dgkz	protein_coding
ENSMUSG00000027230	Creb3l1	protein_coding
ENSMUSG00000058318	Phf21a	protein_coding
ENSMUSG00000027222	Pex16	protein_coding
ENSMUSG00000044916	1700029I15Rik	protein_coding
ENSMUSG00000027223	Mapk8ip1	protein_coding
ENSMUSG00000068742	Cry2	protein_coding
ENSMUSG00000049922	Slc35c1	protein_coding
ENSMUSG00000027221	Chst1	protein_coding
ENSMUSG00000027220	Syt13	protein_coding
ENSMUSG00000075028	Prdm11	protein_coding
ENSMUSG00000068735	Trp53i11	protein_coding
ENSMUSG00000027217	Tspan18	protein_coding
ENSMUSG00000027215	Cd82	protein_coding
ENSMUSG00000040310	Alx4	protein_coding
ENSMUSG00000027198	Ext2	protein_coding
ENSMUSG00000040272	Accs	protein_coding
ENSMUSG00000075023	Accsl	protein_coding
ENSMUSG00000087006	Gm13889	protein_coding
ENSMUSG00000098004	Gm27027	protein_coding
ENSMUSG00000040174	Alkbh3	protein_coding
ENSMUSG00000027195	Hsd17b12	protein_coding
ENSMUSG00000027194	Ttc17	protein_coding
ENSMUSG00000027193	Api5	protein_coding
ENSMUSG00000050587	Lrrc4c	protein_coding
ENSMUSG00000075015	Gm10801	protein_coding
ENSMUSG00000075014	Gm10800	protein_coding
ENSMUSG00000027165	B230118H07Rik	protein_coding
ENSMUSG00000032864	Rag2	protein_coding
ENSMUSG00000061311	Rag1	protein_coding
ENSMUSG00000027164	Traf6	protein_coding
ENSMUSG00000032841	Prr5l	protein_coding
ENSMUSG00000027163	Commd9	protein_coding
ENSMUSG00000048058	Ldlrad3	protein_coding
ENSMUSG00000027189	Trim44	protein_coding
ENSMUSG00000075012	Fjx1	protein_coding
ENSMUSG00000027188	Pamr1	protein_coding
ENSMUSG00000005089	Slc1a2	protein_coding
ENSMUSG00000005087	Cd44	protein_coding
ENSMUSG00000010914	Pdhx	protein_coding
ENSMUSG00000010911	Apip	protein_coding
ENSMUSG00000012350	Ehf	protein_coding
ENSMUSG00000027186	Elf5	protein_coding
ENSMUSG00000027187	Cat	protein_coding
ENSMUSG00000032724	Abtb2	protein_coding
ENSMUSG00000027185	Nat10	protein_coding
ENSMUSG00000027184	Caprin1	protein_coding
ENSMUSG00000032698	Lmo2	protein_coding
ENSMUSG00000046085	4931422A03Rik	protein_coding
ENSMUSG00000027180	Fbxo3	protein_coding
ENSMUSG00000075006	Gm10799	protein_coding
ENSMUSG00000068686	Cd59b	protein_coding
ENSMUSG00000032679	Cd59a	protein_coding
ENSMUSG00000032671	A930018P22Rik	protein_coding
ENSMUSG00000068373	D430041D05Rik	protein_coding
ENSMUSG00000027177	Hipk3	protein_coding
ENSMUSG00000027176	Cstf3	protein_coding
ENSMUSG00000027175	Tcp11l1	protein_coding
ENSMUSG00000074997	Pin1rt1	protein_coding
ENSMUSG00000027173	Depdc7	protein_coding
ENSMUSG00000074994	Qser1	protein_coding
ENSMUSG00000027171	Prrg4	protein_coding
ENSMUSG00000045106	Ccdc73	protein_coding
ENSMUSG00000027170	Eif3m	protein_coding
ENSMUSG00000079175	Gm11060	protein_coding
ENSMUSG00000016458	Wt1	protein_coding
ENSMUSG00000055312	Them7	protein_coding
ENSMUSG00000005973	Rcn1	protein_coding
ENSMUSG00000027168	Pax6	protein_coding
ENSMUSG00000027167	Elp4	protein_coding
ENSMUSG00000042670	Immp1l	protein_coding
ENSMUSG00000027166	Dnajc24	protein_coding
ENSMUSG00000016386	Mpped2	protein_coding
ENSMUSG00000027122	Arl14ep	protein_coding
ENSMUSG00000027120	Fshb	protein_coding
ENSMUSG00000042604	Kcna4	protein_coding
ENSMUSG00000057234	Mettl15	protein_coding
ENSMUSG00000027115	Kif18a	protein_coding
ENSMUSG00000048482	Bdnf	protein_coding
ENSMUSG00000027162	Lin7c	protein_coding
ENSMUSG00000050199	Lgr4	protein_coding
ENSMUSG00000027160	Ccdc34	protein_coding
ENSMUSG00000041660	Bbox1	protein_coding
ENSMUSG00000074971	Fibin	protein_coding
ENSMUSG00000041644	Slc5a12	protein_coding
ENSMUSG00000074968	Ano3	protein_coding
ENSMUSG00000050808	Muc15	protein_coding
ENSMUSG00000079170	Gm13941	protein_coding
ENSMUSG00000079169	Gm15130	protein_coding
ENSMUSG00000027157	4930430A15Rik	protein_coding
ENSMUSG00000074966	Olfr1275	protein_coding
ENSMUSG00000063844	Olfr1276	protein_coding
ENSMUSG00000074965	Olfr1277	protein_coding
ENSMUSG00000068647	Olfr1278	protein_coding
ENSMUSG00000109449	Olfr1280	protein_coding
ENSMUSG00000095156	Olfr1281	protein_coding
ENSMUSG00000096554	Olfr1282	protein_coding
ENSMUSG00000109322	Olfr1283	protein_coding
ENSMUSG00000108931	Olfr1284	protein_coding
ENSMUSG00000096703	Olfr1286	protein_coding
ENSMUSG00000095586	Olfr1287	protein_coding
ENSMUSG00000044039	Olfr1288	protein_coding
ENSMUSG00000061195	Olfr1289	protein_coding
ENSMUSG00000095809	Olfr1290	protein_coding
ENSMUSG00000109547	Olfr1294	protein_coding
ENSMUSG00000108919	Olfr1295	protein_coding
ENSMUSG00000094858	Olfr1297	protein_coding
ENSMUSG00000109487	Olfr1298	protein_coding
ENSMUSG00000109219	Olfr1299	protein_coding
ENSMUSG00000057149	Olfr1301	protein_coding
ENSMUSG00000044560	Olfr1302	protein_coding
ENSMUSG00000093804	Olfr1303	protein_coding
ENSMUSG00000074955	Olfr1305	protein_coding
ENSMUSG00000096566	Olfr1306	protein_coding
ENSMUSG00000094747	Olfr1307	protein_coding
ENSMUSG00000074952	Olfr1308	protein_coding
ENSMUSG00000109528	Olfr1309	protein_coding
ENSMUSG00000108827	Olfr1310	protein_coding
ENSMUSG00000109403	Olfr1311	protein_coding
ENSMUSG00000074947	Olfr1312	protein_coding
ENSMUSG00000074946	Olfr1313	protein_coding
ENSMUSG00000074945	Olfr1314	protein_coding
ENSMUSG00000109033	Olfr1315-ps1	protein_coding
ENSMUSG00000050776	Olfr1317	protein_coding
ENSMUSG00000049758	Olfr1318	protein_coding
ENSMUSG00000027134	Lpcat4	protein_coding
ENSMUSG00000041358	Nutm1	protein_coding
